performance_rank,light_penalty_rank,ranking_method,config_key,n_bootstraps,possessions_per_bootstrap,samples_per_possession,n_profile_scope_results,n_profiles,n_scopes,mean_whole_grid_cosine,median_whole_grid_cosine,minimum_whole_grid_cosine,maximum_whole_grid_cosine,mean_lightly_penalized_whole_grid_cosine,median_lightly_penalized_whole_grid_cosine,minimum_lightly_penalized_whole_grid_cosine,maximum_lightly_penalized_whole_grid_cosine,mean_moderately_penalized_whole_grid_cosine,median_moderately_penalized_whole_grid_cosine,minimum_moderately_penalized_whole_grid_cosine,maximum_moderately_penalized_whole_grid_cosine,mean_support_cosine,mean_outside_energy_fraction,mean_recovered_dynamic_range,qut_rejection_rate,mean_p_value,mean_lambda_qut,mean_lambda_max_obs,mean_lambda_ci_width,mean_lambda_bootstrap_std,expected_profile_scope_results,coverage_fraction,complete_coverage
11,9,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s200,50,2500,200,20,4,5,0.9087683012127495,0.9219886296596072,0.7537013517538855,0.9855295959298741,0.8700112874157397,0.8999253504410752,0.6800762340341526,0.9815646411471585,0.8341039762866791,0.8672330533331707,0.6136431665165727,0.977615638058328,0.9506637627534211,0.08602019271457571,0.2628928715456277,1.0,0.0,26.218766752942695,176.01836435952364,31.14227855055222,8.38949589203308,20,1.0,True
12,12,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s200,100,2500,200,20,4,5,0.9082255563877378,0.9213140509735673,0.7534851487438999,0.9854021284271635,0.8694077674928813,0.8991635588336622,0.6801007911418282,0.9813558145790047,0.8334589324209599,0.865898003593425,0.6138635736654062,0.9773261159331935,0.9502035758542984,0.08621425424835431,0.26308490611147134,1.0,0.0,26.218766752942695,176.01836435952364,31.592167928256185,8.425311683059766,20,1.0,True
13,13,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s150,100,2500,150,20,4,5,0.9066459196872463,0.9218306251103319,0.748174729897707,0.9841212842349121,0.8683569811149289,0.9005830407984883,0.6762748762619858,0.9804914804978552,0.8329977523972616,0.8752736976263341,0.6112846237478435,0.9768750648211731,0.9481785089867432,0.08524909503172926,0.26981519802939147,1.0,0.0,25.459456051646807,162.86284784818275,29.917880263210087,7.917987265643532,20,1.0,True
14,15,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s150,50,2500,150,20,4,5,0.9056968320956594,0.9182206870235987,0.7441167426454381,0.984661223710881,0.8668929572062058,0.8959854713451725,0.6734273977331382,0.9809890067771533,0.831097295231426,0.8684598104223079,0.6094533747558953,0.9773304850889412,0.9478364224185777,0.0865101433564008,0.26903496351093054,1.0,0.0,25.459456051646807,162.86284784818275,29.221429846011972,8.014714003456861,20,1.0,True
15,14,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s200,10,1000,200,20,4,5,0.9076674088114751,0.9294145565491706,0.7109253850142904,0.9862492573658462,0.8671352184656023,0.9041294259201171,0.6222537750061176,0.9821078795193273,0.830570300493242,0.8754838450636522,0.544641911333045,0.9789917998516913,0.9527200430577691,0.0914731427144814,0.20474404292181134,1.0,0.0,16.208300596271762,67.50331986404542,16.377460641664648,5.730737561093274,20,1.0,True
16,16,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b500_p01000_s100,500,1000,100,20,4,5,0.9041166831477596,0.9221866807978071,0.7269667656611393,0.985900910417512,0.8641774126876408,0.9070671228876821,0.6362650380712759,0.9822248707873452,0.8281115360985657,0.8764947765123174,0.5568799260082639,0.9785625376739487,0.9484548591209336,0.09054456105401044,0.2138279085792601,1.0,0.0,15.13747523660177,60.38925442025828,17.74591726114614,4.54379702241622,20,1.0,True
17,17,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s100,100,1000,100,20,4,5,0.9037948357599814,0.9222523615091558,0.7273087025486261,0.986031409174799,0.8635905836099587,0.9034349984276293,0.634514395838414,0.9828923122562035,0.8272941933775895,0.8729936899338466,0.553559330605246,0.9797632088625329,0.9484348154054354,0.0912469960152812,0.21415828448021784,1.0,0.0,15.13747523660177,60.38925442025828,17.316310839208878,4.6281866060833075,20,1.0,True
18,18,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s100,50,1000,100,20,4,5,0.9013066749638619,0.9198577888748456,0.7254678129715593,0.989392306067294,0.8591467132356808,0.8940658632442473,0.631875250629171,0.9861655024110203,0.8212558071446235,0.8687652322994153,0.5503570595672042,0.9829492226508516,0.9483440483925396,0.09584897046444567,0.2152613343275152,1.0,0.0,15.13747523660177,60.38925442025828,16.457805990625914,4.571407046732002,20,1.0,True
19,19,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s050,100,1000,50,20,4,5,0.8976469654532057,0.9235235934178473,0.7310783469329714,0.9831183915162631,0.8571695859201878,0.9002840766671255,0.6387638498515856,0.9806191501150229,0.8207995307742323,0.8771109334924712,0.558106060162972,0.9781262621780609,0.9428152692907321,0.09257661361737693,0.2463045584200881,1.0,0.0,12.64090385561406,45.96271706188015,13.950207079895772,3.8017447153042148,20,1.0,True
20,21,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s050,10,1000,50,20,4,5,0.8969996294114875,0.9180959835371778,0.7112883938290647,0.9889752959382264,0.856131603850416,0.9008248369150278,0.6200622413668868,0.9875569474211435,0.81941252502555,0.8658570587171619,0.5334586937656917,0.9861406330423492,0.9426246794956997,0.09385059087898143,0.24430818969500248,1.0,0.0,12.64090385561406,45.96271706188015,11.318468295938413,3.887613221038238,20,1.0,True
21,22,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s050,50,1000,50,20,4,5,0.8963503128497413,0.9242310897057044,0.7240916899173838,0.9813096801925663,0.855503063245321,0.8990159433698068,0.6302156891590898,0.9784166000766862,0.818928601793665,0.8755202499246244,0.548510389488909,0.9755320492892393,0.9420986053183256,0.09364748591427069,0.24614004932809616,1.0,0.0,12.64090385561406,45.96271706188015,13.438249081552417,3.8236872033432747,20,1.0,True
22,20,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s100,10,1000,100,20,4,5,0.8999350668683472,0.9155581634999974,0.7473722193431479,0.9920781584685777,0.8568930842035316,0.8877004869856289,0.652314143293638,0.9885323445357949,0.8182866768924664,0.8537477537508962,0.5683633801169281,0.9849992037944726,0.9480836872929711,0.09808341978170318,0.21286233983002606,1.0,0.0,15.13747523660177,60.38925442025828,13.078183194718708,4.484858140082012,20,1.0,True
23,23,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s150,100,100,150,20,4,5,0.8716155199817095,0.9013498486059918,0.6598482653696511,0.9893884395928263,0.8281362215381494,0.8681557140332734,0.5413537002816787,0.988730069506462,0.7893839032307343,0.8264294243029541,0.4441382120546903,0.9880721375201941,0.9205548581535838,0.10731223265204637,0.06666595685470383,0.8,0.0365,4.874637785702189,7.102113645092885,5.243434378251559,1.3986493262926316,20,1.0,True
24,24,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s250,100,100,250,20,4,5,0.8647426387997118,0.8919789904512638,0.648337712608088,0.9919848352253634,0.8224424270264962,0.8629135393478116,0.5418891501192825,0.9898472352530565,0.7846762936456655,0.8296529366371244,0.4529180476572126,0.9885805775344143,0.9122629151196746,0.10636681677977511,0.0677567806441948,0.75,0.1365,5.1962280185366705,7.162758431073309,5.573022411707295,1.4767275706256595,20,1.0,True
25,27,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s200,50,100,200,20,4,5,0.8575272787626457,0.8864126737928346,0.6264812669393803,0.9917127819808913,0.8142730565726859,0.8477279639550832,0.5253235242583209,0.9911971477218142,0.775936998049477,0.8089805394834126,0.42988679566573984,0.9906817815632335,0.9064833831417529,0.11107645593568874,0.06864830219870782,0.9,0.026500000000000003,5.165427318375035,7.564626114462269,4.942511714321215,1.3643616273442318,20,1.0,True
26,26,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s100,100,100,100,20,4,5,0.8594313711491426,0.9083942233240676,0.5837961458500627,0.9902619551137869,0.8144590308617943,0.8685359586842386,0.5081072497756073,0.9897030413960645,0.7747400920966687,0.8320109146115173,0.4097853361984935,0.9891444431348151,0.9105592813739436,0.11377048498047719,0.06631655646906438,0.75,0.0705,4.69208213265024,6.014368671741275,4.88578345986038,1.2877547720907396,20,1.0,True
27,25,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s150,50,100,150,20,4,5,0.863258811447704,0.9030750264958187,0.6517639383090744,0.9926498979364851,0.8161940662759353,0.8626718514250232,0.540933888489729,0.9911753757048629,0.7746014663637291,0.8098937892530254,0.44769298345870706,0.9897030437880898,0.9167056073499161,0.11690566707072658,0.06790043739427347,0.8,0.0365,4.874637785702189,7.102113645092885,4.969647120174733,1.417185043012584,20,1.0,True
28,29,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s200,100,100,200,20,4,5,0.8562540605252209,0.8970573129078807,0.6002674930182993,0.9921759047629188,0.8109036471251881,0.8475014277308581,0.45867832362726385,0.9912563079019974,0.7713936014079501,0.8104125965415423,0.35048675301013393,0.9903375633681508,0.9086040028141632,0.11743900844673719,0.0668945414686459,0.9,0.026500000000000003,5.165427318375035,7.564626114462269,5.305565727187778,1.4186605493643367,20,1.0,True
29,28,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s100,50,100,100,20,4,5,0.8573816363661451,0.9086616313053253,0.6110778941703596,0.9897792428111752,0.8114743018004852,0.8641146372626523,0.5003958471356819,0.9890711342702788,0.7710780270710111,0.8320534102185706,0.40976118792611715,0.9883635323248776,0.909783601107202,0.11797937818440676,0.06509982835981645,0.75,0.0705,4.69208213265024,6.014368671741275,4.607734820965014,1.2522730422982442,20,1.0,True
30,32,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p00100_s200,10,100,200,20,4,5,0.8479404746091082,0.8859305922785603,0.5068515392527556,0.9980018481643254,0.8021543027626912,0.8513111292438061,0.3613239082743458,0.9976918981360139,0.7626892241981144,0.8150098500350684,0.257580290439925,0.9973820443690673,0.9015516298351913,0.12223983118078086,0.07201794091815827,0.9,0.026500000000000003,5.165427318375035,7.564626114462269,3.5905025830446724,1.2462039683722923,20,1.0,True
31,30,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s050,100,100,50,20,4,5,0.8611106594008817,0.8921247403699999,0.6388548369131014,0.9839253272516831,0.808766263463394,0.837312995729723,0.5245773505675106,0.9829488788344546,0.7623031050699743,0.7940997116772164,0.43074166591284613,0.9819733994455507,0.9202267297634099,0.12803794320421252,0.06197451923741028,0.8,0.0825,4.228375662642167,5.470324433208317,4.09483098090722,1.098299930408898,20,1.0,True
32,31,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s250,50,100,250,20,4,5,0.8523498822579525,0.8928009487570077,0.542293551314842,0.9901717490389664,0.802996744701155,0.8558215452153436,0.38644886013093105,0.9874714457825743,0.7603697827298856,0.8251835506094716,0.27539092274728394,0.9847785065392268,0.9100438584019571,0.1281850528069371,0.06807637253587018,0.75,0.1365,5.1962280185366705,7.162758431073309,5.579935341227684,1.5121554940848836,20,1.0,True
33,34,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p00100_s100,10,100,100,20,4,5,0.8463824627907595,0.8867957391655961,0.5720216912994752,0.9893783581696067,0.7998026810056291,0.8588744167064315,0.43271756849737825,0.9828492337849308,0.7593555961821928,0.8284614696345147,0.3273381008697685,0.9768770069512629,0.9004313883132488,0.12264257894370478,0.058895076799599336,0.75,0.0705,4.69208213265024,6.014368671741275,3.0182531653098685,1.0488440095388407,20,1.0,True
34,33,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s050,50,100,50,20,4,5,0.8554007400334086,0.8923253466597483,0.5462370142142707,0.9800072858392164,0.8021447433553306,0.8324925709063123,0.4573028872255962,0.9776705570495853,0.7551474810500459,0.7838123895471714,0.3828483336408125,0.976294118323458,0.9158928087429377,0.1327622556651311,0.0597515696141636,0.8,0.0825,4.228375662642167,5.470324433208317,3.942685897689896,1.099121499056548,20,1.0,True
35,35,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p10000_s150,10,10000,150,20,4,5,0.8574094795888471,0.8617029133557763,0.7147064609159537,0.9828909825102659,0.7908852998685443,0.772514176004411,0.6185153540045664,0.9764886079059529,0.7318364018876814,0.7148450379607936,0.5277266102929765,0.9701279372152004,0.932508747623953,0.15298399103028104,0.3764493340253828,1.0,0.0,51.10607436048145,638.2740742030239,47.72988284363549,16.30995190903848,20,1.0,True
36,37,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p10000_s150,100,10000,150,20,4,5,0.8569370863056666,0.8613112036919761,0.7015271580568807,0.9824885211118894,0.7897205087744396,0.7769578628764502,0.5741261023963129,0.9772970744206345,0.7303320962405454,0.7183219572192157,0.46986175469782093,0.9721330592139913,0.9332055680262439,0.15523838772970022,0.3777769626677034,1.0,0.0,51.10607436048145,638.2740742030239,60.22933222058744,15.93592617197477,20,1.0,True
37,38,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p10000_s150,50,10000,150,20,4,5,0.8568062981010909,0.8612235343575753,0.6974251387008013,0.9823858194641627,0.7895145164815471,0.7762940787470429,0.5673395251119426,0.9769731201883065,0.7300503157991415,0.7185633029133288,0.46151783022024123,0.9715902435268148,0.9331493906809495,0.15547802134174088,0.37825440275017147,1.0,0.0,51.10607436048145,638.2740742030239,58.80419513030671,15.760187485351405,20,1.0,True
38,44,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p10000_s050,50,10000,50,20,4,5,0.8470450707649906,0.8583390523805141,0.6369424893415476,0.9756211737844657,0.7849148213990126,0.8029348286535207,0.5036191972786623,0.9693556537535918,0.7299125039772664,0.7436820209043031,0.3982028206813487,0.9631303714115996,0.9174799031873965,0.14729255810119696,0.44148426293395426,1.0,0.0,40.89976528136785,471.84243734312724,46.203973010907205,12.648162438116271,20,1.0,True
39,45,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p10000_s050,10,10000,50,20,4,5,0.8471832870051879,0.8606362489640784,0.6386647924565236,0.9737351808922233,0.7848892777457637,0.8033645425208528,0.5033819588377003,0.9670874813766891,0.7298488883116084,0.7465546007229917,0.39675491662636103,0.9604851657701642,0.917967144939724,0.14777418708919945,0.44269766315817793,1.0,0.0,40.89976528136785,471.84243734312724,41.1989779665073,13.704344771425937,20,1.0,True
40,36,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p10000_s250,100,10000,250,20,4,5,0.8583897430808187,0.8665544190657748,0.7259761734624834,0.9818485176545058,0.7898121037943359,0.7874126938529422,0.606216867341335,0.9746940574524068,0.7293828272564663,0.7292152869083686,0.5049784529480471,0.9675917298347779,0.9364567200496854,0.1577267266522909,0.36311768919229487,1.0,0.0,53.2736123808412,684.1014203621869,65.14634766930143,17.292875268058236,20,1.0,True
41,46,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p10000_s050,100,10000,50,20,4,5,0.8460865038362246,0.8583050789998456,0.6327293425769778,0.9745883401047531,0.7834396315369985,0.8016411404647388,0.4984829972881419,0.9681182899175844,0.7280358732897,0.7429068621453636,0.39271973316954073,0.9616911927883396,0.9171861955435576,0.14861078817660678,0.4416879291739312,1.0,0.0,40.89976528136785,471.84243734312724,47.77116498825332,12.61391220348129,20,1.0,True
