profile,profile_rank,light_penalty_rank,ranking_method,config_key,n_bootstraps,possessions_per_bootstrap,samples_per_possession,n_scope_results,mean_whole_grid_cosine,median_whole_grid_cosine,minimum_whole_grid_cosine,maximum_whole_grid_cosine,mean_lightly_penalized_whole_grid_cosine,median_lightly_penalized_whole_grid_cosine,minimum_lightly_penalized_whole_grid_cosine,maximum_lightly_penalized_whole_grid_cosine,mean_moderately_penalized_whole_grid_cosine,median_moderately_penalized_whole_grid_cosine,minimum_moderately_penalized_whole_grid_cosine,maximum_moderately_penalized_whole_grid_cosine,mean_support_cosine,mean_outside_energy_fraction,mean_recovered_dynamic_range,qut_rejection_rate,mean_p_value,mean_lambda_qut,mean_lambda_max_obs,mean_lambda_ci_width,mean_lambda_bootstrap_std,expected_scope_results,coverage_fraction,complete_coverage
high_y_side,11,11,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s150,10,1000,150,5,0.9528448846523808,0.9637372967528024,0.8857122488322842,0.9899336072575372,0.929559962028689,0.9328157010119845,0.8278910473995205,0.9867956080362754,0.907300712529431,0.9120944972891016,0.773844538412905,0.9836675559862585,0.9772159036112769,0.04934822959780012,0.23487976267933847,1.0,0.0,16.64860808272369,84.30931041954943,14.56221239596863,5.1215563072912484,5,1.0,True
high_y_side,12,13,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s150,100,1000,150,5,0.9532410861259344,0.9723488806338644,0.8747872199081382,0.9886622331843127,0.9289623017050079,0.9460530157750262,0.8052717643496542,0.9853491734160235,0.9059989565763591,0.9204682871374006,0.7412803933359936,0.9820472158873664,0.9789357729412963,0.051801791348930926,0.23166204541921614,1.0,0.0,16.64860808272369,84.30931041954943,18.48761756564908,4.9492400193473545,5,1.0,True
high_y_side,13,14,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s150,50,1000,150,5,0.9525487459145534,0.9730482380280387,0.8705097253252566,0.9878900005658043,0.9282871518960849,0.947178862749751,0.7988972409161521,0.9845262105399141,0.905405116992626,0.921997248418079,0.7331759576895825,0.9811738743027368,0.9783003392508896,0.05193506379695125,0.231015095859766,1.0,0.0,16.64860808272369,84.30931041954943,17.753933004798466,4.92256420700115,5,1.0,True
high_y_side,14,15,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s250,100,1000,250,5,0.9530601705295169,0.9714282044547164,0.8669358249604743,0.9914510838025085,0.9281485823926292,0.9437768293691153,0.7951419173880705,0.9889768703023751,0.9046608833611828,0.9169125413174488,0.7292935077592426,0.986508831320122,0.9795090970550515,0.05339110482354694,0.22562099657952786,1.0,0.0,16.868634772544176,87.53334935529136,20.18938095368873,5.382603018819488,5,1.0,True
high_y_side,15,16,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s200,100,1000,200,5,0.9526909970941608,0.9732743570531108,0.8715515375492461,0.9886749195524345,0.927468084653157,0.9475594375538994,0.802086132708469,0.9847559721357918,0.9035997475552435,0.9225239329391539,0.7381573396018205,0.9808525587926352,0.9793705861430368,0.05387194331294441,0.22950745113193988,1.0,0.0,16.799202027055237,83.59508648118181,19.081367406609075,4.9600497840263476,5,1.0,True
high_y_side,16,12,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s150,50,100,150,5,0.956815039552979,0.9614376613554941,0.9181052392430855,0.9926498979364851,0.9291440324247795,0.9453101898071912,0.8619198429795542,0.9911753757048629,0.9030165185235332,0.9294532457709627,0.8015140232488478,0.9897030437880898,0.9861331347590377,0.057845451260382555,0.1053740649484098,1.0,0.002,5.096654821814752,8.733274640724861,5.211638919493059,1.5019242462093998,5,1.0,True
high_y_side,17,17,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s100,10,1000,100,5,0.9524595961089611,0.9621085323661809,0.906048552815489,0.9920781584685777,0.9270218019725631,0.9262639703830228,0.8561484100312888,0.9885323445357949,0.9026545704757936,0.8917548425848255,0.8089964911056732,0.9849992037944726,0.9790197577559342,0.053453330589850565,0.24507849402725695,1.0,0.0,15.142689171201715,74.67527154015592,12.684516444144169,4.436877474417783,5,1.0,True
high_y_side,18,18,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s250,10,1000,250,5,0.9499934031899935,0.9717447822512234,0.8558951517856007,0.9940950951564446,0.9247516439581256,0.9444328110844786,0.7772368632736291,0.9935558538435864,0.901165862984102,0.917888473336135,0.7058074115399997,0.9930169050391561,0.9770428298240322,0.05461629163979259,0.22859624626114963,1.0,0.0,16.868634772544176,87.53334935529136,17.219936773039787,5.88558017955261,5,1.0,True
high_y_side,19,20,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s200,50,1000,200,5,0.9500167010622992,0.9697290118908959,0.8654742299352293,0.9883335762897518,0.9236541783493395,0.9409494825100649,0.7948842461757001,0.9841015406722922,0.8987417755085755,0.9130240693835957,0.7300517369137576,0.9798876265938525,0.9779399795623,0.05649544402971517,0.23056422024965287,1.0,0.0,16.799202027055237,83.59508648118181,19.685640803134007,5.1595908483699215,5,1.0,True
high_y_side,20,19,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s200,10,1000,200,5,0.9508865675154146,0.9768404983982087,0.8681103762173454,0.9862492573658462,0.9239987837585467,0.9568262155740184,0.7914208298986919,0.9821078795193273,0.8987323394020909,0.9372220012488548,0.7215060977922445,0.9789917998516913,0.979534277011239,0.057594832066789184,0.2296154282987118,1.0,0.0,16.799202027055237,83.59508648118181,15.442951974154,5.7237152796961634,5,1.0,True
high_y_side,21,22,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b500_p01000_s100,500,1000,100,5,0.9486815614597113,0.9534543940990291,0.8738274662591298,0.985900910417512,0.9219807728952596,0.9306690749306933,0.8082534844502984,0.9822248707873452,0.89672537283693,0.9146966690319218,0.7476003219751429,0.9785625376739487,0.9769276949104515,0.05684539757596169,0.24922943562269212,1.0,0.0,15.142689171201715,74.67527154015592,17.4088368375046,4.453755490991363,5,1.0,True
high_y_side,22,23,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s100,100,1000,100,5,0.9481908400048203,0.9510662734149298,0.8744686602456924,0.986031409174799,0.9212718976226991,0.9299563389545714,0.8093894799297623,0.9828923122562035,0.8958228398925018,0.9137129282279433,0.7491535832020666,0.9797632088625329,0.9766806677124059,0.05730004242807477,0.24882939644157887,1.0,0.0,15.142689171201715,74.67527154015592,16.439526123837947,4.516021677921843,5,1.0,True
high_y_side,23,21,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p00100_s050,50,100,50,5,0.9532523973398537,0.9718075920659828,0.8881837996922493,0.9800072858392164,0.922024878734665,0.9582060366077357,0.7904877853706285,0.9767950119926897,0.8933090253212521,0.9447948504287518,0.7035378702433832,0.9758868243766209,0.9872714120051433,0.06562497445818763,0.09687382963020355,1.0,0.0,4.224712563916552,6.329472698702732,3.7104185787547665,1.0733897929122818,5,1.0,True
high_y_side,24,24,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s100,50,1000,100,5,0.946976925554682,0.9455734015879531,0.8730957225437992,0.989392306067294,0.9186308948169127,0.9253050264387968,0.8075969687927423,0.9861655024110203,0.8918843744972431,0.9069286601169542,0.7470118649796811,0.9829492226508516,0.9770339379981181,0.06036802867674793,0.2507791016250849,1.0,0.0,15.142689171201715,74.67527154015592,15.546410944014943,4.467695420656577,5,1.0,True
high_y_side,25,26,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s050,100,1000,50,5,0.9415582255224392,0.9472967722196882,0.86861658596642,0.9831183915162631,0.9123730353343144,0.9332849238106078,0.8063346918245596,0.9806191501150229,0.8849868786919777,0.9194803302994609,0.7485185589870176,0.9781262621780609,0.9726748606252581,0.06243330243938827,0.28096944659948353,1.0,0.0,13.045632697738956,57.40904266139353,13.0956898499087,3.6352297499343855,5,1.0,True
high_y_side,26,28,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s050,50,1000,50,5,0.9398705236175304,0.9468110016390439,0.8621158900032186,0.9813096801925663,0.9108075837271299,0.9332113407235579,0.799246318227578,0.9784166000766862,0.8835462006975764,0.9198070205642483,0.7409614932372421,0.9755320492892393,0.970868471437571,0.0624260071063925,0.2820385974645615,1.0,0.0,13.045632697738956,57.40904266139353,12.849538423289891,3.6339670688067542,5,1.0,True
high_y_side,27,25,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p00100_s050,100,100,50,5,0.9475557665101201,0.9555638945489004,0.8836906029759279,0.9839253272516831,0.9140845653966616,0.9385697777257056,0.7884505780850429,0.9829488788344546,0.8832274210493001,0.9218778908300415,0.7034750759928273,0.9819733994455507,0.9839167855851112,0.07069508708680416,0.1042815207503736,1.0,0.0,4.224712563916552,6.329472698702732,4.084476984006481,1.1139600810698362,5,1.0,True
high_y_side,28,27,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s250,50,2500,250,5,0.9417167995390873,0.9556691594145031,0.8539300255679202,0.9878890001445026,0.910994822592739,0.9135039644542785,0.7877857959537836,0.9841997307641185,0.8819267639278312,0.8731991451779599,0.726765006176931,0.9805242389524278,0.9742050093639602,0.06592569629581176,0.2606428634375334,1.0,0.0,27.487792519403676,231.54921058472087,30.655303545278098,8.329004933527457,5,1.0,True
high_y_side,29,29,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p01000_s050,10,1000,50,5,0.9393584293905469,0.9487282028387384,0.8388432903863674,0.9889752959382264,0.9093839420460768,0.9134879308322921,0.7633170140192113,0.9875569474211435,0.8813395394519979,0.8929254414567794,0.694590837846289,0.9861406330423492,0.971424433514127,0.06517356360930454,0.28283820748329164,1.0,0.0,13.045632697738956,57.40904266139353,11.117189386497293,3.7949571399396027,5,1.0,True
high_y_side,30,30,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s250,100,2500,250,5,0.9393234784093293,0.9541936341961355,0.8474112447274034,0.987161296586754,0.9071801337749384,0.9105868009997876,0.7775356013804621,0.9828134897525784,0.876868348000705,0.8689728084945393,0.7134217479124355,0.9784848321945471,0.9734314904133059,0.06919563391945509,0.260078801587224,1.0,0.0,27.487792519403676,231.54921058472087,32.634915029028875,8.426867426914423,5,1.0,True
high_y_side,31,31,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s150,100,2500,150,5,0.9370461222892998,0.9471885740665666,0.8497140716894365,0.9841212842349121,0.9049177485170178,0.9005378639604638,0.7806721769070978,0.9804914804978552,0.8746626511434087,0.8699446115079501,0.7172401494836201,0.9768750648211731,0.9711837989865455,0.0691551729807457,0.27445596605539324,1.0,0.0,25.5963940895332,215.10286134647527,30.40307294676658,7.768004326550607,5,1.0,True
high_y_side,32,32,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s150,50,2500,150,5,0.9371889381449172,0.9475251325695401,0.8506639500664153,0.984661223710881,0.9045263273541819,0.897903278504545,0.7805673184815525,0.9809890067771533,0.873791691079165,0.8635491307780755,0.7162468077246152,0.9773304850889412,0.9719211050386034,0.07027931759526232,0.27271371707320213,1.0,0.0,25.5963940895332,215.10286134647527,28.139762182554385,7.435349957430484,5,1.0,True
high_y_side,33,33,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s200,50,2500,200,5,0.934483541487525,0.9510044207121003,0.8382465576146176,0.9855295959298741,0.8995940755407265,0.9045394767783119,0.7655950681031599,0.9815646411471585,0.866846902993878,0.8603447546939168,0.6992403404218417,0.977615638058328,0.9716788090199795,0.07550293422520442,0.26499723829329014,1.0,0.0,26.459825435901337,226.84010187155826,31.534635874120873,8.467835560236843,5,1.0,True
high_y_side,34,34,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s200,100,2500,200,5,0.9334972883303712,0.9501118597660015,0.8354220786210895,0.9854021284271635,0.898528552273089,0.9027962022539255,0.7618850459910694,0.9813558145790047,0.8657352436995914,0.8578368688133663,0.6948210230006249,0.9773261159331935,0.9708104066798899,0.07579063026452101,0.2654726737178862,1.0,0.0,26.459825435901337,226.84010187155826,31.27673230754716,8.343405029540454,5,1.0,True
high_y_side,35,35,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p00100_s250,10,100,250,5,0.9349863669990006,0.9351518839728272,0.8929686680880334,0.9714684019705162,0.8980102948032368,0.919649397804355,0.828718075666139,0.9705213876493075,0.8635018498778912,0.9044039041966875,0.7607756948335967,0.9695752965039044,0.974634272705347,0.07819944164763001,0.08565587349439738,1.0,0.0,5.3507854184089165,8.580454247076807,4.81383614882215,1.7399634260326178,5,1.0,True
high_y_side,36,36,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p00100_s050,10,100,50,5,0.9233130082672139,0.951218371677502,0.7749043712143405,0.9854596813610034,0.8760005333573853,0.9486364454327474,0.6008695557574057,0.9774630756917569,0.8369391244235176,0.9460615274032795,0.46592100451093765,0.9695313592345594,0.9811606678591636,0.10560267255033669,0.10541486768051982,1.0,0.0,4.224712563916552,6.329472698702732,3.07442340718028,1.0694170001959875,5,1.0,True
high_y_side,37,37,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p00100_s150,10,100,150,5,0.9219144340706913,0.9805268581736059,0.7560937372373446,0.9881291126591977,0.868326365696715,0.9666649861946792,0.6025894189928447,0.9790085569863977,0.8227279222488182,0.9512733710597719,0.4802499875331587,0.9757806549516691,0.9852617419294095,0.12074685855258224,0.09706930965185165,1.0,0.002,5.096654821814752,8.733274640724861,4.348249483331329,1.5355820291884241,5,1.0,True
high_y_side,38,38,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p10000_s050,50,10000,50,5,0.8796037088355707,0.8653071390908627,0.8021129683245428,0.9756211737844657,0.8183374675278762,0.7829686154622783,0.7086984465433867,0.9693556537535918,0.7639806783905305,0.7084650352509618,0.6048180759477797,0.9631303714115996,0.9487583119107488,0.13798901384119328,0.4102603363245724,1.0,0.0,41.79412046265632,610.0782113972318,43.446918837740995,11.8370701809508,5,1.0,True
high_y_side,39,40,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p10000_s050,100,10000,50,5,0.8779473730227318,0.8660717403185869,0.8005403161044485,0.9745883401047531,0.8160464432762309,0.78374826901984,0.7008104629085504,0.9681182899175844,0.7612567287237979,0.7092499623248734,0.594815365270627,0.9616911927883396,0.947997374687926,0.13963008959974857,0.4110755565762518,1.0,0.0,41.79412046265632,610.0782113972318,44.96402612453378,12.128510952282737,5,1.0,True
high_y_side,40,39,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b010_p10000_s050,10,10000,50,5,0.8787173764729997,0.8658706379299946,0.8039829295208483,0.9737351808922233,0.8163366239068687,0.7840239034357154,0.6971619717288328,0.9670874813766891,0.761155469085417,0.7099137610533846,0.5896897658942749,0.9604851657701642,0.9493657149164763,0.1405283258203172,0.40724203754216404,1.0,0.0,41.79412046265632,610.0782113972318,40.29080300646335,13.721418494705949,5,1.0,True
high_y_side,41,41,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p10000_s150,50,10000,150,5,0.8761463632426562,0.8298452782275743,0.8097338589682893,0.9823858194641627,0.8034054078371394,0.7212785382441591,0.686991178197558,0.9769731201883065,0.7405545037974507,0.6269153339557365,0.5715999237293168,0.9715902435268148,0.9604668236316481,0.16367519437610634,0.349787577278912,1.0,0.0,51.46829920681763,833.8071831172878,51.8486293368019,14.225188171877457,5,1.0,True
